2026-04-29 11:33:07,704	DROP	060370	LS마린솔루션	volume_drought_gate
2026-04-29 11:33:08,047	DROP	027360	아주IB투자	volume_drought_gate
2026-04-29 11:33:13,185	DROP	232140	와이씨	trend_gate
2026-04-29 11:33:13,559	DROP	004000	롯데정밀화학	liquidity_gate:KOSPI
2026-04-29 11:33:13,965	DROP	038500	삼표시멘트	trend_gate
2026-04-29 11:33:14,360	DROP	080220	제주반도체	volume_drought_gate
2026-04-29 11:33:14,718	DROP	491000	리브스메드	insufficient_rows:84
2026-04-29 11:33:15,168	DROP	069620	대웅제약	trend_gate
2026-04-29 11:33:15,527	DROP	290650	엘앤씨바이오	trend_gate
2026-04-29 11:33:15,918	DROP	445680	큐리옥스바이오시스템즈	trend_gate
2026-04-29 11:33:16,310	DROP	032350	롯데관광개발	trend_gate
2026-04-29 11:33:16,639	DROP	437730	삼현	trend_gate
2026-04-29 11:33:17,018	DROP	073240	금호타이어	trend_gate
2026-04-29 11:33:17,421	DROP	006040	동원산업	trend_gate
2026-04-29 11:33:17,794	DROP	012630	HDC	liquidity_gate:KOSPI
2026-04-29 11:33:18,175	DROP	003530	한화투자증권	trend_gate
2026-04-29 11:33:23,217	DROP	036830	솔브레인홀딩스	volume_drought_gate
2026-04-29 11:33:23,605	DROP	006280	녹십자	trend_gate
2026-04-29 11:33:23,979	DROP	065350	신성델타테크	trend_gate
2026-04-29 11:33:24,364	DROP	085660	차바이오텍	trend_gate
2026-04-29 11:33:24,726	DROP	030610	교보증권	trend_gate
2026-04-29 11:33:25,077	DROP	166090	하나머티리얼즈	volume_drought_gate
2026-04-29 11:33:25,434	DROP	001800	오리온홀딩스	trend_gate
2026-04-29 11:33:25,795	DROP	281740	레이크머티리얼즈	volume_drought_gate
2026-04-29 11:33:26,185	DROP	000210	DL	volume_drought_gate
2026-04-29 11:33:26,537	DROP	294870	IPARK현대산업개발	liquidity_gate:KOSPI
2026-04-29 11:33:26,895	DROP	090710	휴림로봇	trend_gate
2026-04-29 11:33:27,274	DROP	195940	HK이노엔	trend_gate
2026-04-29 11:33:27,643	DROP	052020	에스티큐브	volume_drought_gate
2026-04-29 11:33:28,033	DROP	100090	SK오션플랜트	trend_gate
2026-04-29 11:33:33,127	DROP	003380	하림지주	trend_gate
2026-04-29 11:33:33,546	DROP	093370	후성	volume_drought_gate
2026-04-29 11:33:33,888	DROP	397030	에이프릴바이오	trend_gate
2026-04-29 11:33:34,267	DROP	034230	파라다이스	trend_gate
2026-04-29 11:33:39,321	DROP	115180	큐리언트	trend_gate
2026-04-29 11:33:39,699	DROP	007310	오뚜기	trend_gate
2026-04-29 11:33:40,065	DROP	020560	아시아나항공	trend_gate
2026-04-29 11:33:40,442	DROP	222080	씨아이에스	volume_drought_gate
2026-04-29 11:33:40,804	DROP	127120	제이에스링크	trend_gate
2026-04-29 11:33:41,139	DROP	388210	씨엠티엑스	insufficient_rows:108
2026-04-29 11:33:41,537	DROP	036540	SFA반도체	volume_drought_gate
2026-04-29 11:33:46,666	DROP	048410	현대바이오	trend_gate
2026-04-29 11:33:47,034	DROP	181710	NHN	liquidity_gate:KOSPI
